W3ALCD,Doing_Business_As,Restaurant_Address,Inspection_Date,Major_Violation_Improper_Holding_Temperature,Minor_Violation_Improper_Holding_Temperature,Major_Violation_Inadequate_Cooking,Minor_Violation_Inadequate_Cooking,Major_Violation_Personal_Hygiene,Minor_Violation_Personal_Hygiene,Major_Violation_Contaminated_Equipment,Minor_Violation_Contaminated_Equipment,Major_Violation_Unsafe_Food_Source,Minor_Violation_Unsafe_Food_Source,InDbDate
FA0000459,NORTHSIDE CAFE,"1878 EUCLID AVE
BERKELEY, CA
(37.875264, -122.260177)",01/28/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002021,LAVENDER BAKERY & CAFE,"1820 SOLANO AVE
BERKELEY, CA
(37.891349, -122.279597)",11/14/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000280,MI TIERRA FOODS #2,"2082 SAN PABLO AVE
BERKELEY, CA
(37.868162, -122.291919)",08/14/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001592,LITTLE GEM BELGIAN WAFFLES,"2468-A TELEGRAPH AVE
BERKELEY, CA
(37.865706, -122.258559)",11/29/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001153,BARTAVELLE COFFEE & WINE BAR,"1603 SAN PABLO AVE
BERKELEY, CA
(37.875122, -122.29402)",09/14/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002020,GILMAN BREWING COMPANY,"912 GILMAN ST
BERKELEY, CA
(37.879716, -122.299588)",11/20/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001202,FRESCO MEXICAN GRILL,"2177-A SHATTUCK AVE
BERKELEY, CA
(37.869854, -122.267845)",11/27/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001785,CORNERSTONE,"2367 SHATTUCK AVE
BERKELEY, CA
(37.86633, -122.267572)",01/23/2019,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001996,"TANDEM NATURAL FOODS, INC.","2428 SHATTUCK AVE
BERKELEY, CA
(37.865198, -122.267579)",,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000592,MONTE CRISTO TAQUERIA,"1446 UNIVERSITY AVE
BERKELEY, CA
(37.870181, -122.283267)",09/05/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000768,SAMER'S MARKET & DELI,"2312 TELEGRAPH AVE
BERKELEY, CA
(37.868346, -122.259109)",10/23/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002005,CUPCAKIN,"2391 TELGRAPH AVE
BERKELEY, CA
(37.867069, -122.258842)",10/10/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001439,DOUBLETREE BAY GRILL,"200 MARINA BLVD
BERKELEY, CA
(37.868667, -122.313656)",09/17/2018,1,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001902,BRAZILIAN BREAD CAFE,"1707 SOLANO AVE
BERKELEY, CA
(37.8912, -122.282382)",07/20/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000630,KIRALA RESTAURANT,"2100 WARD ST
BERKELEY, CA
(37.85948, -122.266689)",12/03/2018,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001345,SEASONS OF JAPAN,"2122 SHATTUCK AVE
BERKELEY, CA
(37.870755, -122.268243)",08/13/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000706,LOCOCO'S,"1400 SHATTUCK AVE
BERKELEY, CA
(37.881957, -122.269551)",02/01/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000560,"VIK'S MARKET, LLC","2380 FOURTH ST
BERKELEY, CA
(37.861635, -122.297998)",12/05/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001956,"THE BIRD/""2400 TELEGRAPH LLC""","2400 TELEGRAPH AVE
BERKELEY, CA
(37.866761, -122.258779)",11/27/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000185,SWEET DREAMS,"2901 COLLEGE AVE
BERKELEY, CA
(37.858309, -122.253174)",12/10/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000009,QUINCE CAFE & GRILL,"2228 SAN PABLO AVE
BERKELEY, CA
(37.865409, -122.291031)",11/15/2018,0,0,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0000226,SUSHI 29,"1647 SOLANO AVE
BERKELEY, CA
(37.891147, -122.283407)",06/01/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001335,NOURISH YOU,"2701 8TH ST
BERKELEY, CA
(37.856919, -122.291833)",06/13/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001302,CARAVAGGIO GELATERIA ITALIANO,"1797-C SHATTUCK AVE
BERKELEY, CA
(37.87518, -122.26868)",08/17/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000493,FIVE,"2086 ALLSTON WY
BERKELEY, CA
(37.869306, -122.268487)",08/06/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000538,MUDRACKERS,"2801 TELEGRAPH AVE
BERKELEY, CA
(37.859481, -122.25918)",01/07/2019,0,0,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0000178,SABUY SABUY II,"1233 SAN PABLO AVE
BERKELEY, CA
(37.881097, -122.295941)",10/17/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001805,T-REX SMOKEHOUSE,"1300 10TH ST
BERKELEY, CA
(37.879968, -122.296885)",12/07/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001947,ORGANIC GREENS,"2925 COLLEGE AVE
BERKELEY, CA
(37.857926, -122.253137)",11/01/2018,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0001646,JAMBA JUICE,"2514 BANCROFT WAY
BERKELEY, CA
(37.868774, -122.258716)",11/14/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000396,TARA'S ORGANIC ICE CREAM,"3173 COLLEGE AVE
BERKELEY, CA
(37.85163, -122.252512)",08/08/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000108,TEANCE FINE TEAS,"1780 4TH ST
BERKELEY, CA
(37.870368, -122.300774)",09/11/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001204,SHENGKEE BAKERY,"2307 TELEGRAPH AVE
BERKELEY, CA
(37.868602, -122.259165)",12/19/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002019,MOUNTAIN MIKE'S PIZZA,"1746 SOLANO AVE
BERKELEY, CA
(37.891267, -122.281238)",11/14/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001812,LES ARCEAUX,"1849 SHATTUCK AVE
BERKELEY, CA
(37.874179, -122.268562)",11/20/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001601,BERKELEY SPORTSMAN CENTER,"225 UNIVERSITY AVE
BERKELEY, CA
(37.865451, -122.310259)",10/30/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001482,FRANKLIN BROS. MARKET,"901 BANCROFT WAY
BERKELEY, CA
(37.863763, -122.29503)",01/12/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001216,RAZAN ORGANIC KITCHEN,"2119 KITTREDGE ST
BERKELEY, CA
(37.868627, -122.266899)",12/21/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001596,THE SNACK SHACK,"2505 HEARST AVE
BERKELEY, CA
(37.875072, -122.260226)",08/07/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001305,LAMA BEANS,"1290 6TH ST
BERKELEY, CA
(37.87965, -122.301433)",09/24/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001487,LONG BRANCH,"2512 SAN PABLO AVE
BERKELEY, CA
(37.860716, -122.289516)",11/15/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000242,CLAREMONT CHEVRON 1099/1615,"3048 ASHBY AVE
BERKELEY, CA
(37.858094, -122.24412)",10/12/2018,1,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002052,MATIKI ISLAND BBQ & BREW,"1828 EUCLID AVE
BERKELEY, CA
(37.875765, -122.260279)",,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001522,TARGET EXPRESS,"2187 SHATTUCK AVE
BERKELEY, CA
(37.869562, -122.267871)",08/03/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000247,LA BEDAINE,"1585 SOLANO AVE
BERKELEY, CA
(37.891066, -122.284863)",01/09/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001286,"TASHA DE SERIO, INC.","2701 8TH ST
BERKELEY, CA
(37.856919, -122.291833)",04/16/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001610,B-DAMA,"2020 OREGON ST
BERKELEY, CA
(37.857544, -122.267497)",12/07/2018,0,0,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0001811,THREE TWINS ICE CREAM,"1809-A 4TH ST
BERKELEY, CA
(37.86975, -122.300572)",09/11/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001370,CASA LATINA BAKERY,"1805 SAN PABLO AVE
BERKELEY, CA
(37.871635, -122.29288)",07/24/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000421,THE JUICE BAR COLLECTIVE,"2114 VINE ST
BERKELEY, CA
(37.880307, -122.26872)",01/30/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000144,CHEZ PANISSE,"1517 SHATTUCK AVE
BERKELEY, CA
(37.879574, -122.269157)",02/15/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001951,IB'S BERKELEY,"2513 DURANT AVE
BERKELEY, CA
(37.867875, -122.25851)",12/04/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000369,PHO K & K,"2533 TELEGRAPH AVE
BERKELEY, CA
(37.864484, -122.258491)",02/20/2019,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0000237,BLACK & WHITE LIQUOR 1099/1616,"3027 ADELINE ST
BERKELEY, CA
(37.854433, -122.269086)",01/10/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000409,THE XOCOLATE BAR,"1709 SOLANO AVE
BERKELEY, CA
(37.891212, -122.282185)",12/20/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002050,BERKELEY ORGANIC MARKET & DELI,"2642 ASHBY AVE
BERKELEY, CA
(37.856979, -122.253523)",,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000676,CAL GYROS,"2519-C DURANT AVE
BERKELEY, CA
(37.867935, -122.258021)",08/08/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000060,POLLO,"100 BERKELEY SQ
BERKELEY, CA
(37.871171, -122.267718)",12/04/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001397,COFFEE CONSCIOUS,"1312 GILMAN ST
BERKELEY, CA
(37.881273, -122.289312)",10/02/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001842,PROJECT JUICE,"1911 4TH ST
BERKELEY, CA
(37.868298, -122.300107)",09/11/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000167,HAPPY DONUTS,"1041 GILMAN ST
BERKELEY, CA
(37.880323, -122.296589)",11/19/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000457,BIOFUEL OASIS COOPERATIVE,"1441 ASHBY AVE
BERKELEY, CA
(37.853268, -122.279289)",08/09/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001825,POKI POKE,"1941 UNIVERSITY AVE
BERKELEY, CA
(37.87172, -122.272067)",09/06/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001869,MAIN STREET PIZZA LLC DBA VENUS,"1889 SOLANO AVE
BERKELEY, CA
(37.891466, -122.277545)",12/18/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000507,ELMWOOD NURSING & REHAB,"2829 SHATTUCK AVE
BERKELEY, CA
(37.857353, -122.266771)",01/09/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001151,HOPKINS STREET BAKERY,"1584 HOPKINS ST
BERKELEY, CA
(37.881894, -122.281514)",01/25/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001295,RELISH CATERING,"2701 8TH ST
BERKELEY, CA
(37.856919, -122.291833)",01/04/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000790,DOLLAR TREE #3454,"2440 SHATTUCK AVE
BERKELEY, CA
(37.865042, -122.267562)",02/05/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001857,DONATO & CO.,"2635 ASHBY AVE
BERKELEY, CA
(37.856981, -122.25351)",11/19/2018,0,0,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0001104,DOLLAR TREE,"1284 SAN PABLO AVE
BERKELEY, CA
(37.880737, -122.295961)",12/13/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002037,"RUBIA COFFEE COMPANY, LLC","2428 SHATTUCK AVE
BERKELEY, CA
(37.865198, -122.267579)",,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001292,NOMAD TIBETAN RESTAURANT,"1593 SOLANO AVE
BERKELEY, CA
(37.891075, -122.284702)",07/20/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000072,TRIPLE ROCK BREWERY,"1920 SHATTUCK AVE
BERKELEY, CA
(37.873431, -122.268582)",08/28/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001357,SUBWAY RESTAURANT,"1615 SOLANO AVE
BERKELEY, CA
(37.891105, -122.284087)",01/08/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001047,SLIPPERY FISH,"1491 SAN PABLO AVE
BERKELEY, CA
(37.876638, -122.294503)",01/22/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001559,ALEX MARKET,"2440 SACRAMENTO ST
BERKELEY, CA
(37.862426, -122.281234)",01/30/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001266,RANGOON SUPER STARS,"2826 TELEGRAPH AVE
BERKELEY, CA
(37.858924, -122.259344)",11/06/2018,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001341,THE RARE BARREL,"940 PARKER ST
BERKELEY, CA
(37.858614, -122.292556)",10/02/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000762,HOUSE OF CURRIES #2,"2520 DURANT AVE
BERKELEY, CA
(37.867947, -122.257925)",01/04/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001600,SPATS,"1974 SHATTUCK AVE
BERKELEY, CA
(37.872645, -122.268453)",09/04/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001022,NAMASTE MADRAS INDIAN CUISINE,"2323 SHATTUCK AVE
BERKELEY, CA
(37.86722, -122.267675)",02/14/2019,0,0,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0001988,AIN'T NORMAL CAFE,"1200 10TH ST
BERKELEY, CA
(37.882024, -122.29756)",08/02/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000573,MARKET HALL FOODS,"1786 FOURTH ST
BERKELEY, CA
(37.870274, -122.300744)",09/17/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001921,THE CHEESE STEAK SHOP,"1054 UNIVERSITY AVE
BERKELEY, CA
(37.868848, -122.293154)",09/10/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000641,FALLANGHINA LLC DBA PAISAN,"2514 SAN PABLO AVE
BERKELEY, CA
(37.860442, -122.289428)",01/04/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002033,PASSIONE CAFFE,"91 SHATTUCK SQ
BERKELEY, CA
(37.871353, -122.267736)",01/03/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001098,PHALANGES LLC DBA SUYA,"2130 OXFORD ST
BERKELEY, CA
(37.870427, -122.265938)",02/07/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000761,FAT SLICE,"2375 TELEGRAPH AVE
BERKELEY, CA
(37.86717, -122.258863)",11/21/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000608,SARGUN INDIAN CUISINE,"3211 COLLEGE AVE
BERKELEY, CA
(37.851065, -122.252451)",01/03/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000427,FAST FOODS RESTAURANT,"1782 SHATTUCK AVE
BERKELEY, CA
(37.875133, -122.268798)",08/20/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001945,REVEILLE COFFEE CO.,"760 HEARST AVE
BERKELEY, CA
(37.868989, -122.299726)",08/16/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001993,TC GARDEN,"2507-B HEARST AVE
BERKELEY, CA
(37.875084, -122.26014)",,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001999,SANCHA BAR,"2041 UNIVERSITY AVE
BERKELEY, CA
(37.872041, -122.269527)",09/05/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000437,D'YAR RESTAURANT,"1866 EUCLID AVE
BERKELEY, CA
(37.875384, -122.260201)",01/23/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001602,SHARE TIME,"1938 SHATTUCK AVE
BERKELEY, CA
(37.873073, -122.268549)",08/31/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000026,UNIVERSITY CHEVRON,"1500 UNIVERSITY AVE
BERKELEY, CA
(37.870396, -122.281585)",10/25/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001645,HIMALAYAN TANDOORI & CURRY,"1645 SOLANO AVE
BERKELEY, CA
(37.891148, -122.283385)",07/20/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001555,SUBWAY #50177,"2509 HEARST AVE
BERKELEY, CA
(37.875135, -122.259764)",08/06/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000960,FAR LEAVES TEA,"2626 SAN PABLO AVE
BERKELEY, CA
(37.858229, -122.288698)",08/21/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001779,SAFEWAY COMMUNITY MARKETS #2453,"1550 SHATTUCK AVE
BERKELEY, CA
(37.878899, -122.269196)",09/28/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000361,LUCKY HOUSE,"2140 UNIVERSITY AVE
BERKELEY, CA
(37.872214, -122.267511)",01/22/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000645,FOOD TOWN,"3047 SACRAMENTO ST
BERKELEY, CA
(37.852102, -122.278658)",10/09/2018,0,0,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0001288,BRAZIL CAFE,"1960 UNIVERSITY AVE
BERKELEY, CA
(37.871703, -122.271505)",10/10/2018,0,0,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0001477,LHASA KARNAK HERB COMPANY,"1942 SHATTUCK AVE
BERKELEY, CA
(37.872989, -122.268532)",12/12/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000357,JAYAKARTA RESTAURANT,"2026 UNIVERSITY AVE
BERKELEY, CA
(37.871914, -122.269836)",02/19/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002035,BETA LOUNGE,"2129 DURANT AVE
BERKELEY, CA
(37.866842, -122.266471)",,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000005,MILAN  1099/1617,"990 UNIVERSITY AVE
BERKELEY, CA
(37.868561, -122.29454)",10/04/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000269,BKK THAI CUISINE,"1459 UNIVERSITY AVE
BERKELEY, CA
(37.870271, -122.283447)",05/10/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001829,CHICKEN + RICE,"2136 CENTER ST
BERKELEY, CA
(37.870434, -122.267145)",06/06/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001884,CHIPOTLE #2703,"2225 SHATTUCK AVE
BERKELEY, CA
(37.868819, -122.267858)",10/22/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001924,IN THE WOOD,"2930 COLLEGE AVE
BERKELEY, CA
(37.857786, -122.253124)",12/27/2018,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0001712,ORGANIC GREENS,"2177 KITTREDGE ST
BERKELEY, CA
(37.868675, -122.266525)",09/05/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001318,MORELL'S BREAD,"2701 8TH ST
BERKELEY, CA
(37.856919, -122.291833)",11/07/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001990,KATSUMI SUSHI,"2521 DURANT AVE
BERKELEY, CA
(37.867947, -122.257926)",10/16/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001705,THE NOODLE,"1936 SHATTUCK AVE
BERKELEY, CA
(37.873227, -122.268562)",09/04/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001709,BOFFO CART,"2428 SHATTUCK AVE
BERKELEY, CA
(37.865198, -122.267579)",12/22/2017,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000402,TAQUERIA TALAVERA,"1561 SOLANO AVE
BERKELEY, CA
(37.891027, -122.285625)",12/20/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000636,BROOM BUSH CAFE,"2725 SAN PABLO AVE
BERKELEY, CA
(37.856746, -122.28809)",01/04/2019,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000181,LALIME'S,"1329 GILMAN ST
BERKELEY, CA
(37.881117, -122.288663)",11/21/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001854,WAY STATION BREW,"2120 DWIGHT WAY
BERKELEY, CA
(37.86403, -122.26689)",01/25/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0002046,WINE SO CRU,"800 UNIVERSITY AVE
BERKELEY, CA
(37.86771, -122.298466)",,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000923,CREAM,"2399 TELEGRAPH AVE
BERKELEY, CA
(37.866919, -122.258812)",10/12/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000410,STARBUCKS COFFEE #570,"1799 SOLANO AVE
BERKELEY, CA
(37.891339, -122.279839)",12/17/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001778,SAFEWAY COMMUNITY MARKETS #2451,"1850 SOLANO AVE
BERKELEY, CA
(37.891404, -122.278607)",09/27/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000045,U A CINEMA'S 5,"2274 SHATTUCK AVE
BERKELEY, CA
(37.867887, -122.267887)",08/22/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001294,SOUTH BERKELEY PRODUCE & MEAT,"3120 SACRAMENTO ST
BERKELEY, CA
(37.850888, -122.278516)",12/04/2018,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0000591,EXTREME PIZZA,"3204 COLLEGE AVE
BERKELEY, CA
(37.851091, -122.252454)",12/06/2018,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0000289,THE FAT FISH,"3221 ADELINE ST
BERKELEY, CA
(37.849911, -122.270892)",01/29/2019,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0000313,GIANT BONGO BURGER,"2505 DWIGHT WY
BERKELEY, CA
(37.865154, -122.258152)",01/11/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001819,DRAW BILLIARD CLUB,"64 SHATTUCK SQ
BERKELEY, CA
(37.871675, -122.267775)",09/10/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000195,KING YEN,"2995 COLLEGE AVE
BERKELEY, CA
(37.856239, -122.252969)",01/25/2019,0,1,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001514,CREPES OOH LALA HASNIA INC.,"1160 UNIVERSITY AVE
BERKELEY, CA
(37.869259, -122.290457)",11/27/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0001792,SECRET SCOOP,"1922 M L KING JR WAY
BERKELEY, CA",10/12/2017,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000996,MINT LEAF VIETNAMESE RESTAURANT,"2865 7TH ST
BERKELEY, CA
(37.853301, -122.291839)",11/07/2018,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0001768,THE GRILLED CHEEZ GUY,"1047 MURRAY ST
BERKELEY, CA
(37.851461, -122.287861)",11/09/2018,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0001931,FIRE WINGS,"64 SHATTUCK SQ
BERKELEY, CA
(37.871675, -122.267775)",01/10/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000403,BARNEY'S,"1591 SOLANO AVE
BERKELEY, CA
(37.89107, -122.284795)",05/30/2018,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
FA0000487,THE BOOT STRAPPERS,"2836 SACRAMENTO ST
BERKELEY, CA
(37.856154, -122.279711)",10/12/2018,0,1,0,0,0,0,0,1,0,0,02/25/2019 05:00:02 AM
FA0000362,MUSASHIYA CORPORATION,"2126 DWIGHT WY
BERKELEY, CA
(37.864064, -122.266624)",01/08/2019,0,0,0,0,0,0,0,0,0,0,02/25/2019 05:00:02 AM
